,Authors,Title,Year,EWE,ContextEWE,Country,SpeciesBinomial_adj,G_SpeciesGrouped,Kingdom,Type,Frequency,SampleSize(N)
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
190,"Albright, Thomas P.; Pidgeon, Anna M.; Rittenhouse, Chadwick D.; Clayton, Murray K.; Wardlow, Brian D.; Flather, Curtis H.; Culbert, Patrick D.; Radeloff, Volker C.",Combined effects of heat waves and Droughts on avian communities across the conterminous United States,2010,Y,Y,United States,null,Aves,Animalia,"temperature, precipitation",NA,NA
142,"Beaver, John R.; Casamatta, Dale A.; East, Therese L.; Havens, Karl E.; Rodusky, Andrew J.; James, R. Thomas; Tausz, Claudia E.; Buccier, Kristen M.","Extreme weather events influence the phytoplankton community structure in a large lowland subtropical lake (Lake Okeechobee, Florida, USA)",2013,Y,N,United States,Aulacoseira italica,Algae & Cyanobacteria,Eubacteria,Hurricane,3,236
142,"Beaver, John R.; Casamatta, Dale A.; East, Therese L.; Havens, Karl E.; Rodusky, Andrew J.; James, R. Thomas; Tausz, Claudia E.; Buccier, Kristen M.","Extreme weather events influence the phytoplankton community structure in a large lowland subtropical lake (Lake Okeechobee, Florida, USA)",2013,Y,N,United States,Planktolyngbya limnetica,Algae & Cyanobacteria,Eubacteria,Hurricane,3,236
142,"Beaver, John R.; Casamatta, Dale A.; East, Therese L.; Havens, Karl E.; Rodusky, Andrew J.; James, R. Thomas; Tausz, Claudia E.; Buccier, Kristen M.","Extreme weather events influence the phytoplankton community structure in a large lowland subtropical lake (Lake Okeechobee, Florida, USA)",2013,Y,N,United States,Anabaena,Algae & Cyanobacteria,Eubacteria,Hurricane,3,236
104,"Lofgren, Stefan; Grandin, Ulf; Stendera, Sonja",Long-term effects on nitrogen and benthic fauna of extreme weather events: Examples from two Swedish headwater streams,2014,Y,Y,Sweden,Rhyacophila nubila,Arthropoda,Animalia,Storm,1,
,"Ujvari, Beata; Brown, Gregory; Shine, Richard; Madsen, Thomas",Floods and famine: climate-induced collapse of a tropical predator-prey community,2016,Y,Y,Australia,Liasis fuscus,Reptilia,Animalia,Flood,1,NA
,"Ujvari, Beata; Brown, Gregory; Shine, Richard; Madsen, Thomas",Floods and famine: climate-induced collapse of a tropical predator-prey community,2016,Y,Y,Australia,Liasis fuscus,Reptilia,Animalia,Flood,1,NA
,"Ujvari, Beata; Brown, Gregory; Shine, Richard; Madsen, Thomas",Floods and famine: climate-induced collapse of a tropical predator-prey community,2016,Y,Y,Australia,Rattus colletti,Mammalia,Animalia,Flood,1,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Aranae,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Collembola,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Aphididae,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Cicadellidae,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Delphacidae,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Heteroptera,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Heteroptera adults,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Heteroptera nymphs,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Thysanoptera,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Braconidae,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Chalcididae,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Carabidae,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Tachyporous,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Tachyporous adult,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Tachyporous young,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Enicmus,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Lathridiidae,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Atomaria,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Cryptophagidae,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Cecidomyiidae,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Mycetophilidae,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Empididae,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Lonchopteridae,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Agromyzidae,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Opomyzidae,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Drosophilidae,arthropoda,Animalia,cold/wet,4,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Aranae,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Collembola,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Aphididae,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Cicadellidae,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Delphacidae,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Heteroptera,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Heteroptera adults,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Heteroptera nymphs,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Thysanoptera,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Braconidae,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Chalcididae,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Carabidae,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Tachyporous,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Tachyporous adult,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Tachyporous young,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Enicmus,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Lathridiidae,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Atomaria,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Cryptophagidae,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Cecidomyiidae,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Mycetophilidae,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Empididae,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Lonchopteridae,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Agromyzidae,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Opomyzidae,arthropoda,Animalia,hot/dry,6,NA
,"Ewald, Julie A.; Wheatley, Christopher J.; Aebischer, Nicholas J.; Moreby, Stephen J.; Duffield, Simon J.; Crick, Humphrey Q. P.; Morecroft, Michael B.","Influences of extreme weather, climate and pesticide use on invertebrates in cereal fields over 42 years",2015,Y,Y,England,Drosophilidae,arthropoda,Animalia,hot/dry,6,NA
,"Ujvari, Beata; Brown, Gregory; Shine, Richard; Madsen, Thomas",Floods and famine: climate-induced collapse of a tropical predator-prey community,2016,Y,Y,Australia,Rattus colletti,Mammalia,Animalia,Flood,1,NA
20,"Klockmann, Michael; Guenter, Franziska; Fischer, Klaus",Heat resistance throughout ontogeny: body size constRains thermal tolerance,2017,Y,Y,Africa,Bicyclus anynana,Arthropoda,Animalia,Temperature,1,1149
20,"Klockmann, Michael; Guenter, Franziska; Fischer, Klaus",Heat resistance throughout ontogeny: body size constRains thermal tolerance,2017,Y,Y,Africa,Bicyclus anynana,Arthropoda,Animalia,Temperature,1,1149
20,"Klockmann, Michael; Guenter, Franziska; Fischer, Klaus",Heat resistance throughout ontogeny: body size constRains thermal tolerance,2017,Y,Y,Africa,Bicyclus anynana,Arthropoda,Animalia,Temperature,1,1149
20,"Klockmann, Michael; Guenter, Franziska; Fischer, Klaus",Heat resistance throughout ontogeny: body size constRains thermal tolerance,2017,Y,Y,Africa,Bicyclus anynana,Arthropoda,Animalia,Temperature,1,1149
20,"Klockmann, Michael; Guenter, Franziska; Fischer, Klaus",Heat resistance throughout ontogeny: body size constRains thermal tolerance,2017,Y,Y,Africa,Bicyclus anynana,Arthropoda,Animalia,Temperature,1,1149
166,"Liu, Hong; Feng, Chang-Lin; Chen, Bao-Shan; Wang, Zhong-Sheng; Xie, Xiao-Qing; Deng, Zheng-Hai; Wei, Xin-Lian; Liu, Shi-Yong; Zhang, Zi-Bin; Luo, Yi-Bo",Overcoming extreme weather challenges: Successful but variable assisted colonization of wild orchids in southwestern China,2012,Y,Y,China,Cleisostoma nangongense,Angiospermae,Plantae,Temperature,1,17
166,"Liu, Hong; Feng, Chang-Lin; Chen, Bao-Shan; Wang, Zhong-Sheng; Xie, Xiao-Qing; Deng, Zheng-Hai; Wei, Xin-Lian; Liu, Shi-Yong; Zhang, Zi-Bin; Luo, Yi-Bo",Overcoming extreme weather challenges: Successful but variable assisted colonization of wild orchids in southwestern China,2012,Y,Y,China,Cleisostoma paniculatum,Angiospermae,Plantae,Temperature,1,3
166,"Liu, Hong; Feng, Chang-Lin; Chen, Bao-Shan; Wang, Zhong-Sheng; Xie, Xiao-Qing; Deng, Zheng-Hai; Wei, Xin-Lian; Liu, Shi-Yong; Zhang, Zi-Bin; Luo, Yi-Bo",Overcoming extreme weather challenges: Successful but variable assisted colonization of wild orchids in southwestern China,2012,Y,Y,China,Robiquetia succisa,Angiospermae,Plantae,Temperature,1,36
166,"Liu, Hong; Feng, Chang-Lin; Chen, Bao-Shan; Wang, Zhong-Sheng; Xie, Xiao-Qing; Deng, Zheng-Hai; Wei, Xin-Lian; Liu, Shi-Yong; Zhang, Zi-Bin; Luo, Yi-Bo",Overcoming extreme weather challenges: Successful but variable assisted colonization of wild orchids in southwestern China,2012,Y,Y,China,Dendrobium lindleyi,Angiospermae,Plantae,Temperature,1,26
166,"Liu, Hong; Feng, Chang-Lin; Chen, Bao-Shan; Wang, Zhong-Sheng; Xie, Xiao-Qing; Deng, Zheng-Hai; Wei, Xin-Lian; Liu, Shi-Yong; Zhang, Zi-Bin; Luo, Yi-Bo",Overcoming extreme weather challenges: Successful but variable assisted colonization of wild orchids in southwestern China,2012,Y,Y,China,Liparis viridiflora,Angiospermae,Plantae,Temperature,1,2
166,"Liu, Hong; Feng, Chang-Lin; Chen, Bao-Shan; Wang, Zhong-Sheng; Xie, Xiao-Qing; Deng, Zheng-Hai; Wei, Xin-Lian; Liu, Shi-Yong; Zhang, Zi-Bin; Luo, Yi-Bo",Overcoming extreme weather challenges: Successful but variable assisted colonization of wild orchids in southwestern China,2012,Y,Y,China,Cheirostylis chinensis,Angiospermae,Plantae,Temperature,1,5
166,"Liu, Hong; Feng, Chang-Lin; Chen, Bao-Shan; Wang, Zhong-Sheng; Xie, Xiao-Qing; Deng, Zheng-Hai; Wei, Xin-Lian; Liu, Shi-Yong; Zhang, Zi-Bin; Luo, Yi-Bo",Overcoming extreme weather challenges: Successful but variable assisted colonization of wild orchids in southwestern China,2012,Y,Y,China,Cymbidium tracyanum,Angiospermae,Plantae,Temperature,1,31
166,"Liu, Hong; Feng, Chang-Lin; Chen, Bao-Shan; Wang, Zhong-Sheng; Xie, Xiao-Qing; Deng, Zheng-Hai; Wei, Xin-Lian; Liu, Shi-Yong; Zhang, Zi-Bin; Luo, Yi-Bo",Overcoming extreme weather challenges: Successful but variable assisted colonization of wild orchids in southwestern China,2012,Y,Y,China,Calanthe argenteo-striata,Angiospermae,Plantae,Temperature,1,31
166,"Liu, Hong; Feng, Chang-Lin; Chen, Bao-Shan; Wang, Zhong-Sheng; Xie, Xiao-Qing; Deng, Zheng-Hai; Wei, Xin-Lian; Liu, Shi-Yong; Zhang, Zi-Bin; Luo, Yi-Bo",Overcoming extreme weather challenges: Successful but variable assisted colonization of wild orchids in southwestern China,2012,Y,Y,China,Dendrobium williamsonii,Angiospermae,Plantae,Temperature,1,6
166,"Liu, Hong; Feng, Chang-Lin; Chen, Bao-Shan; Wang, Zhong-Sheng; Xie, Xiao-Qing; Deng, Zheng-Hai; Wei, Xin-Lian; Liu, Shi-Yong; Zhang, Zi-Bin; Luo, Yi-Bo",Overcoming extreme weather challenges: Successful but variable assisted colonization of wild orchids in southwestern China,2012,Y,Y,China,Phaius flavus,Angiospermae,Plantae,Temperature,1,1
